20,	-6541.7,	106.663625
1000,	-1909.4,	33.70988
2000,	-509.1,	14.5781
3000,	-264.9,	28.428876
4000,	-212,	18.657438
5000,	-141.4,	3.288769
6000,	-111.6,	4.933153
7000,	-78.1,	1.549516
8000,	-51.6,	5.565609
9000,	-33.9,	0.031623
10000,	-19.9,	0.600833
11000,	-19.9,	0.600833
12000,	-19.9,	0.600833
13000,	-19.8,	0.56921
14000,	-19.8,	0.56921
15000,	-19.7,	0.537587
16000,	-19.4,	0.442719
17000,	-19.3,	0.411096
18000,	-18.3,	0.094868
19000,	-16.7,	0.411096
20000,	-14.7,	0.221359
