200.000000, -236894.900000,47530.645994
400.000000, -165003.100000,70264.829303
600.000000, -98872.400000,10163.686891
800.000000, -56831.400000,3130.844620
1000.000000, -42915.400000,7531.470212
1200.000000, -42881.200000,7542.285202
1400.000000, -42881.200000,7542.285202
1600.000000, -42881.200000,7542.285202
1800.000000, -42881.200000,7542.285202
2000.000000, -42881.200000,7542.285202
2200.000000, -42881.200000,7542.285202
2400.000000, -42881.200000,7542.285202
2600.000000, -42881.200000,7542.285202
2800.000000, -42881.200000,7542.285202
3000.000000, -42881.200000,7542.285202
3200.000000, -42881.200000,7542.285202
3400.000000, -42881.200000,7542.285202
3600.000000, -36895.400000,9435.161364
3800.000000, -36895.400000,9435.161364
4000.000000, -34938.700000,10053.924233
4200.000000, -34938.700000,10053.924233
4400.000000, -32907.200000,4272.173873
4600.000000, -32907.200000,4272.173873
4800.000000, -32907.200000,4272.173873
5000.000000, -32907.200000,4272.173873
5200.000000, -30907.200000,4904.629405
5400.000000, -30907.200000,4904.629405
5600.000000, -30907.200000,4904.629405
5800.000000, -24907.200000,6801.996001
6000.000000, -24907.200000,6801.996001
6200.000000, -24907.200000,6801.996001
6400.000000, -24907.200000,6801.996001
6600.000000, -24907.200000,6801.996001
6800.000000, -24907.200000,6801.996001
7000.000000, -24907.200000,6801.996001
7200.000000, -24843.100000,6822.266201
7400.000000, -24843.100000,6822.266201
7600.000000, -18941.500000,8688.515985
7800.000000, -18941.500000,8688.515985
8000.000000, -18941.500000,8688.515985
8200.000000, -18941.500000,8688.515985
8400.000000, -18941.500000,8688.515985
8600.000000, -18941.500000,8688.515985
8800.000000, -18941.500000,8688.515985
9000.000000, -18941.500000,8688.515985
9200.000000, -18941.500000,8688.515985
9400.000000, -14917.400000,2764.273394
9600.000000, -14917.400000,2764.273394
9800.000000, -14917.400000,2764.273394
10000.000000, -14917.400000,2764.273394
10200.000000, -14917.400000,2764.273394
10400.000000, -14917.400000,2764.273394
10600.000000, -8917.400000,866.906798
10800.000000, -8917.400000,866.906798
11000.000000, -8917.400000,866.906798
11200.000000, -8917.400000,866.906798
